Id,SalePrice,Neighborhood,Condition1,Utilities,LandContour,OverallQual,GarageQual,PoolQC,ProximityToITHub,PublicTransportAccessibility,SchoolProximity,HospitalProximity,AirQuality,NoisePollution,RegulatoryCompliance,LandAcquisitionComplexity,GrLivArea,GarageCars,BedroomAbvGr,FullBath,HalfBath,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Dist_to_Metro,Airport_Proximity,NRI_Investment_Ratio,RERA_Status,City,State,Local_Economy,JobMarket,GreenSpaces,Fence,FireplaceQu,ShoppingProximity,RestaurantProximity,Zoning,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,Functional,KitchenQual,KitchenAbvGr,PavedDrive,Street,Alley,LotShape,LotConfig,LandSlope,LotSize,BldgType,HouseStyle,OverallCond,SwimmingPool,CinemaHallProximity,PubProximity,HighSchoolProximity,IntermediateSchoolProximity,UGCollegeProximity,PGCollegeProximity
1356,10815244,Gurgaon,1 km from Metro,Tanker-dependent,Not Flood-prone,Local Builder,Low,Fair,Yes,High,4,2,Good,Medium,Compliant,Medium,2776,1,5,1,1,617,60,439,368,3,24,0.47289173438268417,Non-Compliant,Bangalore,Tamil Nadu,Strong,Good,No,Yes,Excellent,2,1,Commercial,2002,2008,Clay or Tile,Wood,Metal,None,675,Excellent,Fair,Poured Concrete,Fair,Average,BLQ,BLQ,Excellent,Yes,Upgraded,Typical,Good,2,No,Paved,Paved,Irregular,Corner,Moderate,6051,Townhouse,Two-story,8,No,3,4,2,3,4,3
1357,12802189,Bandra,1 km from Metro,Tanker-dependent,Flood-prone,DLF,High,Fair,No,Low,4,3,Fair,Medium,Compliant,High,1205,3,4,2,0,440,96,314,223,2,12,0.3023751521996687,Non-Compliant,Delhi,Tamil Nadu,Strong,Fair,No,Yes,Excellent,2,2,Residential,2022,2017,Clay or Tile,Wood,Wood,None,95,Excellent,Excellent,Crawl Space,Fair,Average,BLQ,BLQ,Good,Yes,Upgraded,Typical,Excellent,2,No,Paved,Gravel,Irregular,Cul-de-sac,Gentle,5496,Townhouse,Ranch,1,Yes,3,3,4,1,4,4
1358,14070656,Bandra,Adjacent to Metro,Tanker-dependent,Flood-prone,Tata,Medium,Good,No,Medium,3,3,Fair,High,Compliant,Low,1416,2,4,1,1,261,84,203,1155,1,22,0.30641438600663995,Compliant,Mumbai,Tamil Nadu,Strong,Fair,No,No,Good,4,3,Mixed,2006,2017,Slate,Vinyl,Metal,Stone,577,Good,Excellent,Crawl Space,Good,Good,BLQ,ALQ,Good,No,Upgraded,Functional,Fair,1,No,Gravel,Paved,Irregular,Inside,Moderate,7475,Townhouse,Ranch,9,Yes,4,2,3,1,4,4
1359,9404166,Koramangala,Adjacent to Metro,24/7,Flood-prone,DLF,Medium,Fair,No,High,2,2,Fair,High,Non-Compliant,Low,2543,3,4,3,0,543,441,81,1177,4,21,0.19263306457017015,Compliant,Mumbai,Delhi,Medium,Fair,No,Yes,Fair,2,1,Mixed,2021,2009,Slate,Metal,Vinyl,Brick,157,Excellent,Excellent,Slab,Excellent,Good,GLQ,GLQ,Excellent,Yes,Upgraded,Functional,Fair,2,Yes,Paved,Gravel,Regular,Corner,Gentle,6007,Single-family,Two-story,4,No,3,4,2,4,3,4
1360,10358076,Koramangala,Adjacent to Metro,Tanker-dependent,Flood-prone,Sobha,High,Good,No,High,3,4,Good,Low,Non-Compliant,Low,1475,1,4,2,1,760,210,492,39,3,21,0.3819674452120022,Non-Compliant,Mumbai,Maharashtra,Weak,Fair,No,No,Fair,2,4,Mixed,2021,2012,Clay or Tile,Metal,Metal,Stone,768,Good,Good,Poured Concrete,Excellent,Average,GLQ,ALQ,Fair,No,Standard,Functional,Excellent,2,Yes,Paved,Gravel,Regular,Cul-de-sac,Moderate,10007,Townhouse,Two-story,1,Yes,1,3,3,1,4,3
1361,13259887,Koramangala,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Sobha,Medium,Fair,No,Low,4,2,Good,Medium,Compliant,High,2001,3,3,3,0,208,180,404,672,1,22,0.2064022491243828,Non-Compliant,Bangalore,Tamil Nadu,Strong,Fair,No,Yes,Good,1,3,Residential,2022,2014,Clay or Tile,Metal,Wood,None,310,Fair,Excellent,Slab,Good,Average,BLQ,BLQ,Fair,No,Standard,Typical,Good,2,Yes,Paved,Gravel,Regular,Inside,Severe,13194,Single-family,Ranch,6,Yes,1,4,2,4,3,2
1362,8469228,Koramangala,2 km from Metro,Tanker-dependent,Flood-prone,Local Builder,Medium,Good,Yes,Medium,3,5,Fair,High,Compliant,High,1674,1,4,2,1,582,456,277,435,1,21,0.34233717328322966,Compliant,Mumbai,Delhi,Medium,Fair,Yes,No,Good,3,2,Mixed,2014,2007,Clay or Tile,Vinyl,Vinyl,None,72,Fair,Excellent,Crawl Space,Excellent,Good,ALQ,BLQ,Good,Yes,Upgraded,Functional,Excellent,2,No,Paved,Gravel,Regular,Inside,Gentle,8014,Townhouse,Ranch,2,No,4,1,4,4,3,4
1363,9141987,Gurgaon,Adjacent to Metro,Tanker-dependent,Not Flood-prone,DLF,Medium,Fair,Yes,High,1,3,Good,High,Compliant,Medium,1273,2,5,1,1,254,472,55,1647,2,27,0.4913167268320343,Non-Compliant,Chennai,Maharashtra,Strong,Fair,No,No,Fair,4,2,Residential,2013,2022,Asphalt Shingles,Vinyl,Vinyl,None,733,Excellent,Good,Slab,Good,Good,ALQ,BLQ,Good,No,Standard,Functional,Fair,2,No,Gravel,Gravel,Regular,Cul-de-sac,Moderate,6203,Single-family,Ranch,1,No,2,3,1,1,4,3
1364,11068296,Gurgaon,2 km from Metro,24/7,Flood-prone,DLF,Low,Good,Yes,Medium,3,3,Good,Medium,Compliant,Low,1037,2,2,3,1,353,59,391,881,4,11,0.15453490796518954,Non-Compliant,Delhi,Delhi,Strong,Fair,Yes,Yes,Fair,4,3,Commercial,2000,2021,Asphalt Shingles,Vinyl,Vinyl,Brick,309,Fair,Excellent,Poured Concrete,Fair,Average,ALQ,ALQ,Good,Yes,Upgraded,Functional,Fair,1,Yes,Paved,Paved,Regular,Inside,Moderate,7433,Townhouse,Ranch,3,No,1,4,1,2,4,4
1365,11107250,Anna Nagar,2 km from Metro,Tanker-dependent,Not Flood-prone,Tata,Low,Fair,Yes,Low,4,2,Good,Low,Non-Compliant,Medium,2174,2,2,3,1,245,26,104,1591,2,20,0.25119463751651805,Non-Compliant,Chennai,Delhi,Weak,Fair,No,Yes,Good,4,1,Mixed,2007,2011,Clay or Tile,Metal,Wood,Stone,992,Good,Good,Poured Concrete,Good,Poor,ALQ,GLQ,Excellent,No,Upgraded,Typical,Excellent,1,No,Paved,Gravel,Regular,Inside,Gentle,10871,Single-family,Two-story,1,Yes,3,2,4,4,4,4
1366,11384954,Koramangala,2 km from Metro,Tanker-dependent,Flood-prone,Local Builder,Low,Fair,Yes,High,1,2,Fair,High,Non-Compliant,High,1468,3,3,1,1,61,78,6,463,4,29,0.10899010978887685,Compliant,Chennai,Karnataka,Medium,Poor,Yes,No,Good,4,3,Mixed,2000,2013,Asphalt Shingles,Metal,Metal,None,918,Fair,Excellent,Poured Concrete,Good,Average,ALQ,ALQ,Fair,No,Standard,Functional,Excellent,2,Yes,Paved,Gravel,Regular,Cul-de-sac,Gentle,10368,Townhouse,Ranch,3,No,2,3,4,3,1,1
1367,14663199,Bandra,2 km from Metro,Tanker-dependent,Not Flood-prone,Local Builder,Low,Good,No,Low,2,2,Poor,Low,Non-Compliant,High,2522,1,3,2,0,293,410,234,1764,3,18,0.35064593723775417,Compliant,Bangalore,Delhi,Medium,Fair,Yes,Yes,Excellent,4,4,Residential,2008,2006,Asphalt Shingles,Wood,Wood,None,991,Good,Excellent,Slab,Good,Good,ALQ,ALQ,Good,Yes,Upgraded,Functional,Excellent,2,No,Paved,Gravel,Regular,Inside,Moderate,5804,Townhouse,Two-story,5,Yes,4,1,1,1,1,3
1368,11304934,Bandra,2 km from Metro,Tanker-dependent,Not Flood-prone,DLF,High,Excellent,Yes,High,3,2,Poor,Low,Compliant,Medium,2182,3,4,3,1,590,257,72,857,4,27,0.34602311086836407,Non-Compliant,Delhi,Tamil Nadu,Medium,Poor,Yes,Yes,Excellent,1,1,Residential,2007,2023,Clay or Tile,Wood,Metal,Brick,630,Excellent,Good,Slab,Excellent,Good,GLQ,GLQ,Excellent,No,Standard,Typical,Fair,2,No,Paved,Paved,Regular,Inside,Severe,14849,Townhouse,Two-story,2,Yes,1,1,1,4,3,3
1369,6579966,Bandra,Adjacent to Metro,24/7,Flood-prone,Local Builder,Medium,Excellent,Yes,Medium,4,2,Fair,High,Compliant,Medium,2285,2,2,1,0,974,229,158,414,2,28,0.4595912932988533,Compliant,Delhi,Karnataka,Weak,Poor,Yes,No,Fair,4,1,Residential,2002,2018,Asphalt Shingles,Metal,Metal,None,107,Excellent,Excellent,Crawl Space,Fair,Poor,GLQ,BLQ,Good,No,Upgraded,Functional,Excellent,2,No,Gravel,Paved,Irregular,Inside,Moderate,9256,Single-family,Ranch,4,No,4,4,4,3,1,4
1370,8119961,Anna Nagar,Adjacent to Metro,24/7,Flood-prone,Sobha,Medium,Fair,No,Low,4,4,Good,Medium,Compliant,Medium,2714,2,2,1,0,611,88,265,156,3,27,0.12357935848930124,Non-Compliant,Delhi,Maharashtra,Medium,Fair,Yes,Yes,Good,3,2,Commercial,2013,2002,Clay or Tile,Wood,Wood,Stone,997,Fair,Fair,Poured Concrete,Excellent,Good,ALQ,BLQ,Good,Yes,Upgraded,Typical,Excellent,2,No,Paved,Paved,Irregular,Inside,Moderate,6355,Townhouse,Ranch,6,Yes,3,1,1,3,3,4
1371,13734173,Gurgaon,2 km from Metro,24/7,Flood-prone,Local Builder,High,Excellent,No,High,1,5,Good,Medium,Non-Compliant,Low,2602,1,4,3,1,817,222,139,1932,1,29,0.10797141653317094,Non-Compliant,Mumbai,Tamil Nadu,Strong,Poor,No,No,Fair,4,3,Mixed,2005,2004,Slate,Metal,Metal,None,863,Good,Excellent,Slab,Fair,Good,GLQ,GLQ,Excellent,No,Standard,Functional,Fair,2,No,Gravel,Paved,Irregular,Corner,Gentle,14506,Townhouse,Ranch,5,Yes,4,3,2,2,4,4
1372,9863811,Koramangala,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Sobha,Medium,Excellent,No,Low,1,2,Poor,Low,Compliant,Low,1040,2,5,2,1,987,54,332,673,1,22,0.16012605700327717,Non-Compliant,Delhi,Tamil Nadu,Strong,Good,No,No,Fair,4,1,Residential,2020,2001,Clay or Tile,Wood,Vinyl,Brick,765,Fair,Good,Crawl Space,Excellent,Good,GLQ,BLQ,Good,No,Upgraded,Functional,Fair,1,No,Gravel,Paved,Irregular,Corner,Gentle,7230,Single-family,Ranch,5,No,1,4,4,3,3,3
1373,6467492,Koramangala,2 km from Metro,Tanker-dependent,Flood-prone,Sobha,High,Good,No,Medium,1,3,Poor,Medium,Compliant,High,1643,1,4,3,0,465,341,208,1709,4,20,0.43904813494377126,Compliant,Chennai,Tamil Nadu,Medium,Fair,No,No,Excellent,1,4,Mixed,2003,2013,Clay or Tile,Vinyl,Metal,None,944,Good,Good,Slab,Fair,Poor,ALQ,GLQ,Good,No,Upgraded,Typical,Good,2,No,Gravel,Paved,Irregular,Corner,Gentle,7465,Single-family,Ranch,5,Yes,3,4,1,3,4,2
1374,9690328,Koramangala,1 km from Metro,Tanker-dependent,Not Flood-prone,DLF,Medium,Good,No,Medium,2,3,Fair,Low,Compliant,Medium,1101,1,2,2,0,373,319,49,1889,2,26,0.4267841610446528,Non-Compliant,Bangalore,Tamil Nadu,Weak,Fair,No,Yes,Good,4,2,Commercial,2013,2001,Slate,Wood,Vinyl,Brick,137,Fair,Fair,Crawl Space,Fair,Average,BLQ,BLQ,Fair,Yes,Standard,Functional,Good,1,No,Paved,Paved,Irregular,Cul-de-sac,Gentle,14126,Townhouse,Ranch,3,No,1,1,3,1,4,1
1375,9879046,Koramangala,2 km from Metro,Tanker-dependent,Flood-prone,DLF,Medium,Good,No,Low,3,2,Fair,Medium,Non-Compliant,Medium,2716,1,3,2,0,44,122,444,1863,4,11,0.18544643374782135,Non-Compliant,Bangalore,Delhi,Weak,Fair,Yes,Yes,Excellent,4,2,Commercial,2003,2018,Asphalt Shingles,Vinyl,Wood,None,965,Fair,Excellent,Poured Concrete,Good,Good,GLQ,GLQ,Fair,No,Standard,Typical,Fair,1,No,Gravel,Gravel,Irregular,Inside,Moderate,9255,Townhouse,Two-story,6,No,1,1,2,3,2,4
1376,14171751,Bandra,2 km from Metro,Tanker-dependent,Flood-prone,Local Builder,Medium,Good,Yes,High,1,3,Good,Medium,Compliant,Low,2981,1,3,1,1,738,178,64,903,1,11,0.17290708058211796,Non-Compliant,Mumbai,Tamil Nadu,Strong,Fair,No,Yes,Good,1,2,Mixed,2005,2003,Slate,Wood,Metal,None,550,Fair,Excellent,Poured Concrete,Excellent,Poor,ALQ,BLQ,Fair,No,Upgraded,Functional,Fair,1,Yes,Gravel,Gravel,Irregular,Corner,Severe,14999,Townhouse,Two-story,2,Yes,3,2,4,1,1,4
1377,14595215,Bandra,2 km from Metro,Tanker-dependent,Not Flood-prone,Tata,Medium,Good,No,Low,2,5,Poor,High,Non-Compliant,Low,1893,3,3,3,0,506,180,479,1338,2,11,0.12076303964719437,Non-Compliant,Delhi,Delhi,Weak,Good,No,No,Good,3,2,Residential,2018,2006,Asphalt Shingles,Wood,Metal,Stone,874,Excellent,Fair,Poured Concrete,Good,Poor,BLQ,BLQ,Fair,Yes,Standard,Typical,Good,2,No,Gravel,Paved,Irregular,Inside,Severe,10524,Townhouse,Ranch,1,Yes,1,4,4,1,1,2
1378,14908898,Gurgaon,1 km from Metro,Tanker-dependent,Not Flood-prone,DLF,Medium,Good,Yes,Medium,1,2,Fair,Low,Non-Compliant,Medium,1879,1,3,2,0,956,21,348,458,2,14,0.259869345139323,Non-Compliant,Chennai,Karnataka,Strong,Fair,Yes,No,Excellent,3,1,Commercial,2013,2010,Slate,Wood,Metal,Stone,21,Good,Fair,Poured Concrete,Excellent,Poor,ALQ,GLQ,Good,Yes,Upgraded,Typical,Fair,1,Yes,Paved,Paved,Regular,Inside,Moderate,12471,Single-family,Ranch,6,No,4,3,3,4,4,2
1379,8676663,Bandra,1 km from Metro,24/7,Flood-prone,Tata,Low,Fair,No,High,1,2,Good,High,Non-Compliant,Medium,1235,2,2,1,0,110,130,25,1325,1,17,0.1621303310091775,Non-Compliant,Bangalore,Karnataka,Strong,Good,No,Yes,Excellent,1,4,Commercial,2017,2007,Clay or Tile,Wood,Metal,None,138,Fair,Excellent,Poured Concrete,Good,Average,GLQ,GLQ,Fair,No,Standard,Functional,Fair,2,No,Gravel,Paved,Irregular,Inside,Gentle,5113,Single-family,Two-story,5,Yes,1,3,3,2,2,4
1380,6191158,Bandra,Adjacent to Metro,24/7,Not Flood-prone,DLF,Low,Good,Yes,Medium,4,5,Good,Low,Compliant,High,1108,2,2,2,1,425,448,307,814,4,17,0.16584474589328785,Compliant,Mumbai,Tamil Nadu,Weak,Good,No,No,Fair,2,1,Residential,2011,2012,Slate,Wood,Metal,Stone,321,Fair,Excellent,Crawl Space,Excellent,Poor,BLQ,ALQ,Good,Yes,Upgraded,Typical,Excellent,2,No,Gravel,Paved,Regular,Inside,Gentle,10464,Townhouse,Ranch,3,Yes,4,2,2,3,1,1
1381,10809238,Anna Nagar,1 km from Metro,24/7,Not Flood-prone,DLF,Medium,Excellent,No,High,3,2,Poor,High,Non-Compliant,Low,2162,1,3,1,1,540,166,154,134,4,14,0.15919145606593427,Compliant,Bangalore,Delhi,Medium,Good,Yes,No,Good,3,3,Mixed,2017,2013,Clay or Tile,Wood,Vinyl,None,786,Excellent,Excellent,Crawl Space,Excellent,Average,ALQ,ALQ,Good,Yes,Standard,Functional,Excellent,2,Yes,Paved,Gravel,Regular,Inside,Moderate,5476,Single-family,Two-story,5,Yes,2,1,3,2,3,3
1382,11293308,Koramangala,1 km from Metro,24/7,Not Flood-prone,Sobha,Medium,Fair,No,Low,1,3,Poor,Low,Compliant,High,1796,2,3,1,1,2,129,11,1418,4,23,0.45887295962323327,Compliant,Delhi,Delhi,Medium,Poor,Yes,No,Fair,2,1,Mixed,2000,2022,Asphalt Shingles,Wood,Metal,Brick,51,Fair,Fair,Crawl Space,Fair,Average,ALQ,GLQ,Excellent,No,Standard,Functional,Excellent,2,Yes,Gravel,Gravel,Regular,Inside,Moderate,7870,Single-family,Ranch,2,No,2,1,1,3,1,1
1383,14041402,Koramangala,Adjacent to Metro,24/7,Not Flood-prone,Local Builder,Low,Excellent,Yes,Medium,1,2,Fair,Low,Compliant,High,1690,2,5,2,0,466,187,356,385,4,29,0.3259459564046412,Compliant,Chennai,Karnataka,Medium,Good,Yes,No,Good,4,4,Residential,2006,2011,Asphalt Shingles,Metal,Vinyl,Brick,173,Good,Fair,Crawl Space,Excellent,Good,ALQ,GLQ,Good,Yes,Standard,Typical,Fair,2,No,Gravel,Paved,Irregular,Inside,Moderate,6945,Townhouse,Two-story,3,Yes,4,1,3,2,2,1
1384,11894593,Bandra,2 km from Metro,24/7,Not Flood-prone,Local Builder,Low,Excellent,Yes,Medium,4,3,Fair,Medium,Non-Compliant,High,1643,1,2,1,1,65,10,238,1568,1,10,0.3771294543315489,Non-Compliant,Chennai,Tamil Nadu,Weak,Fair,No,Yes,Fair,3,2,Mixed,2000,2010,Asphalt Shingles,Vinyl,Metal,Brick,386,Excellent,Excellent,Slab,Excellent,Good,GLQ,BLQ,Excellent,Yes,Standard,Functional,Fair,1,Yes,Gravel,Gravel,Regular,Corner,Gentle,12129,Single-family,Two-story,8,Yes,4,4,1,4,3,3
1385,14741209,Bandra,Adjacent to Metro,24/7,Flood-prone,DLF,Low,Good,Yes,Low,1,3,Fair,Low,Non-Compliant,High,1864,3,3,2,1,736,375,487,1528,4,28,0.4744813307556034,Non-Compliant,Bangalore,Delhi,Weak,Good,Yes,Yes,Good,4,2,Residential,2008,2013,Clay or Tile,Metal,Metal,Stone,383,Good,Excellent,Slab,Excellent,Good,BLQ,ALQ,Excellent,No,Upgraded,Typical,Good,1,No,Gravel,Paved,Irregular,Cul-de-sac,Severe,6724,Single-family,Ranch,6,Yes,2,2,1,3,4,2
1386,12027056,Bandra,2 km from Metro,Tanker-dependent,Flood-prone,Tata,Medium,Good,No,High,1,4,Fair,Low,Non-Compliant,High,1848,2,5,1,0,632,270,166,1546,1,12,0.4844429596002128,Non-Compliant,Mumbai,Tamil Nadu,Strong,Good,Yes,No,Good,4,3,Commercial,2015,2015,Clay or Tile,Metal,Vinyl,Stone,268,Excellent,Excellent,Crawl Space,Excellent,Poor,GLQ,ALQ,Good,No,Upgraded,Typical,Fair,1,No,Gravel,Paved,Regular,Cul-de-sac,Moderate,10303,Single-family,Ranch,2,Yes,1,4,2,4,3,1
1387,11508311,Koramangala,Adjacent to Metro,Tanker-dependent,Flood-prone,Tata,Low,Good,Yes,Medium,4,4,Good,Low,Compliant,Medium,2512,1,4,1,0,816,418,272,83,2,12,0.18600275297537203,Non-Compliant,Chennai,Tamil Nadu,Medium,Good,No,No,Good,4,1,Residential,2013,2022,Asphalt Shingles,Metal,Wood,Brick,549,Fair,Good,Poured Concrete,Fair,Good,GLQ,ALQ,Excellent,No,Standard,Functional,Fair,2,Yes,Gravel,Gravel,Irregular,Inside,Gentle,6925,Single-family,Ranch,8,Yes,1,4,2,3,2,4
1388,12522767,Gurgaon,1 km from Metro,24/7,Not Flood-prone,DLF,High,Good,No,High,1,2,Poor,High,Non-Compliant,High,1938,1,4,1,1,426,49,236,761,2,20,0.4849384221009867,Non-Compliant,Bangalore,Karnataka,Weak,Poor,Yes,Yes,Excellent,3,4,Residential,2000,2020,Asphalt Shingles,Metal,Metal,Brick,285,Good,Excellent,Crawl Space,Good,Average,BLQ,ALQ,Fair,Yes,Upgraded,Functional,Good,1,No,Gravel,Paved,Irregular,Inside,Moderate,9826,Single-family,Two-story,2,No,3,1,4,4,2,3
1389,9770972,Koramangala,Adjacent to Metro,Tanker-dependent,Not Flood-prone,DLF,Medium,Excellent,Yes,Medium,1,2,Fair,Medium,Compliant,High,1912,2,5,2,0,267,16,282,1740,1,14,0.1287324576252245,Non-Compliant,Mumbai,Maharashtra,Strong,Poor,Yes,No,Good,4,2,Residential,2012,2023,Clay or Tile,Metal,Vinyl,None,870,Good,Good,Slab,Good,Good,ALQ,GLQ,Fair,No,Standard,Functional,Good,2,Yes,Gravel,Gravel,Regular,Cul-de-sac,Severe,5547,Single-family,Two-story,3,Yes,1,3,2,1,2,2
1390,7079574,Gurgaon,2 km from Metro,Tanker-dependent,Not Flood-prone,Tata,Low,Good,No,High,2,2,Poor,Medium,Non-Compliant,High,2697,1,3,2,0,690,205,374,420,1,20,0.13384215222715282,Non-Compliant,Chennai,Delhi,Medium,Poor,Yes,Yes,Fair,3,2,Commercial,2012,2003,Slate,Metal,Metal,Brick,111,Excellent,Fair,Slab,Fair,Average,BLQ,BLQ,Excellent,No,Upgraded,Functional,Fair,1,Yes,Gravel,Gravel,Regular,Corner,Severe,7439,Single-family,Two-story,2,Yes,2,3,3,4,4,3
1391,9227617,Gurgaon,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Local Builder,High,Excellent,Yes,High,2,5,Poor,Low,Compliant,Medium,1468,2,5,2,0,115,191,8,1132,2,23,0.36317936666490735,Non-Compliant,Mumbai,Tamil Nadu,Strong,Good,No,Yes,Fair,2,1,Mixed,2017,2000,Slate,Vinyl,Wood,Stone,995,Excellent,Fair,Crawl Space,Good,Poor,BLQ,BLQ,Good,No,Upgraded,Functional,Fair,1,No,Gravel,Paved,Regular,Inside,Gentle,9840,Single-family,Ranch,5,Yes,2,4,1,1,1,3
1392,8583555,Bandra,2 km from Metro,24/7,Flood-prone,Sobha,Medium,Fair,No,Low,3,3,Poor,Medium,Compliant,Low,1936,1,3,2,1,716,38,297,1988,2,26,0.42574574090968154,Non-Compliant,Delhi,Maharashtra,Strong,Fair,No,No,Good,1,4,Commercial,2020,2001,Slate,Vinyl,Wood,Brick,889,Excellent,Excellent,Crawl Space,Excellent,Average,BLQ,GLQ,Excellent,Yes,Standard,Typical,Good,2,No,Gravel,Paved,Regular,Corner,Gentle,12591,Townhouse,Two-story,7,No,3,4,2,1,2,3
1393,14584951,Bandra,Adjacent to Metro,24/7,Flood-prone,Local Builder,Medium,Good,Yes,High,2,5,Poor,Low,Compliant,High,1425,2,4,2,1,114,58,118,795,3,22,0.38168605628801267,Compliant,Bangalore,Tamil Nadu,Weak,Good,Yes,Yes,Good,2,1,Commercial,2000,2000,Asphalt Shingles,Wood,Wood,Brick,908,Fair,Excellent,Slab,Fair,Poor,BLQ,BLQ,Excellent,Yes,Upgraded,Typical,Good,2,Yes,Paved,Paved,Regular,Inside,Gentle,6962,Townhouse,Ranch,8,Yes,3,2,3,1,4,3
1394,9962746,Anna Nagar,1 km from Metro,24/7,Not Flood-prone,Tata,Medium,Fair,No,Low,1,3,Fair,Medium,Compliant,Medium,1157,1,3,1,1,861,297,80,1583,2,11,0.2266322498685785,Compliant,Delhi,Maharashtra,Weak,Good,No,Yes,Good,2,1,Mixed,2008,2011,Slate,Metal,Vinyl,Brick,839,Fair,Excellent,Crawl Space,Good,Average,GLQ,GLQ,Fair,No,Upgraded,Typical,Good,2,Yes,Paved,Gravel,Regular,Cul-de-sac,Severe,5057,Townhouse,Ranch,8,Yes,1,3,2,4,3,3
1395,13957485,Anna Nagar,Adjacent to Metro,24/7,Flood-prone,DLF,High,Excellent,Yes,Medium,4,3,Good,Low,Compliant,Low,1796,2,2,3,0,219,415,232,370,3,14,0.4097010643371387,Non-Compliant,Chennai,Tamil Nadu,Medium,Fair,No,No,Good,1,1,Mixed,2023,2023,Asphalt Shingles,Metal,Wood,Stone,787,Excellent,Excellent,Poured Concrete,Fair,Good,ALQ,ALQ,Good,No,Standard,Typical,Excellent,2,Yes,Paved,Gravel,Regular,Inside,Gentle,11401,Townhouse,Two-story,9,Yes,4,3,2,4,3,3
1396,12431721,Anna Nagar,Adjacent to Metro,Tanker-dependent,Not Flood-prone,Sobha,Medium,Excellent,No,Low,2,3,Fair,Medium,Non-Compliant,Low,1724,1,5,2,0,222,487,481,1492,4,16,0.10329454994839922,Compliant,Mumbai,Maharashtra,Weak,Poor,No,Yes,Good,3,3,Commercial,2009,2022,Asphalt Shingles,Wood,Wood,Stone,579,Excellent,Good,Poured Concrete,Fair,Poor,GLQ,BLQ,Fair,Yes,Upgraded,Typical,Fair,2,Yes,Paved,Gravel,Irregular,Inside,Gentle,10792,Single-family,Ranch,4,Yes,2,2,2,3,3,1
1397,12048040,Koramangala,Adjacent to Metro,24/7,Not Flood-prone,Local Builder,High,Good,Yes,High,1,2,Fair,Medium,Non-Compliant,Low,1677,3,4,3,0,608,471,166,1798,4,16,0.2107893312522136,Non-Compliant,Chennai,Maharashtra,Medium,Good,Yes,Yes,Good,4,4,Commercial,2020,2006,Clay or Tile,Metal,Vinyl,None,482,Excellent,Excellent,Slab,Fair,Good,ALQ,ALQ,Excellent,No,Standard,Functional,Good,2,Yes,Paved,Gravel,Regular,Cul-de-sac,Gentle,8192,Single-family,Ranch,7,Yes,1,4,3,3,1,3
1398,10748894,Anna Nagar,1 km from Metro,24/7,Not Flood-prone,DLF,Low,Fair,No,Medium,3,3,Poor,Medium,Non-Compliant,High,2140,3,3,1,1,885,304,305,1033,2,14,0.21395243191494506,Compliant,Chennai,Maharashtra,Medium,Good,Yes,Yes,Good,2,3,Mixed,2001,2023,Clay or Tile,Vinyl,Vinyl,None,467,Excellent,Fair,Poured Concrete,Fair,Poor,GLQ,ALQ,Good,Yes,Standard,Typical,Excellent,2,Yes,Gravel,Paved,Regular,Inside,Moderate,6272,Townhouse,Ranch,2,No,4,2,1,3,1,4
1399,8284622,Anna Nagar,Adjacent to Metro,24/7,Not Flood-prone,Sobha,Medium,Good,No,Medium,4,2,Good,Medium,Compliant,Low,2288,3,4,2,1,620,272,411,1718,1,24,0.25307833419080167,Compliant,Bangalore,Tamil Nadu,Medium,Fair,No,No,Excellent,1,4,Commercial,2005,2021,Slate,Wood,Vinyl,None,573,Fair,Fair,Poured Concrete,Good,Good,GLQ,GLQ,Fair,No,Standard,Typical,Excellent,1,Yes,Gravel,Gravel,Irregular,Corner,Moderate,7286,Single-family,Ranch,1,Yes,4,2,1,3,4,1
1400,12588419,Anna Nagar,1 km from Metro,24/7,Flood-prone,Tata,Low,Excellent,Yes,Low,4,2,Poor,High,Compliant,Low,2610,1,3,2,1,490,105,220,810,1,27,0.19846439462339072,Non-Compliant,Mumbai,Delhi,Medium,Poor,No,Yes,Fair,4,2,Mixed,2016,2014,Asphalt Shingles,Metal,Metal,Stone,752,Good,Excellent,Crawl Space,Fair,Poor,GLQ,BLQ,Good,Yes,Upgraded,Functional,Good,2,Yes,Paved,Gravel,Regular,Corner,Severe,11252,Single-family,Two-story,8,No,2,2,4,4,2,4
1401,11713909,Koramangala,1 km from Metro,Tanker-dependent,Flood-prone,Sobha,Medium,Fair,No,Medium,3,5,Poor,Low,Non-Compliant,Medium,2992,2,4,2,1,716,43,89,1138,4,11,0.11449772084117385,Compliant,Chennai,Delhi,Weak,Good,No,Yes,Excellent,4,4,Residential,2023,2003,Clay or Tile,Wood,Metal,Brick,532,Good,Excellent,Poured Concrete,Excellent,Good,ALQ,BLQ,Fair,Yes,Standard,Typical,Good,1,No,Paved,Gravel,Regular,Cul-de-sac,Moderate,7375,Single-family,Two-story,6,Yes,2,1,3,1,1,4
